wellbeing,engagement,stress,support,performance,belonging,programme_level
0.3842018599804231,-0.9710429160475111,-1.4989710686188655,-0.6393125162440207,-0.011180961408483375,-1.5653346826964432,Postgraduate
-0.13855883071153863,-0.2634061519092372,-0.3772082482630708,1.2847088705494325,0.9034815033047111,-0.5512050597450775,Postgraduate
1.0756861974355367,0.09008899287764915,-1.0643790888866107,1.2967501495204117,0.6141130166338531,0.5385207785429742,Postgraduate
-0.5836783627836746,0.19323670932139014,0.7368788727781044,-1.0231868360122418,-0.5063053654382896,0.24831990877633453,Postgraduate
-0.17894454537927448,-1.4317179892828773,-1.2807513852051091,0.8112958406754908,1.2572076073582654,-0.38643146752464885,Postgraduate
-0.6887955003294614,-1.2655562215374165,1.0634793436213594,-0.6365354802724774,-0.7522638214676731,-0.2745665870308379,Postgraduate
2.193872253836754,2.639363849723982,1.1167165828917818,1.4068208795060673,0.8179740993598468,1.1371758307853295,Postgraduate
-1.1899157864683134,-1.720721657745048,-1.748858919147626,0.37530214494098474,-0.07399959257663036,-0.3881107445509267,Undergraduate
1.049361840445224,1.0525082082220445,0.06857763489053592,-0.6298937427153564,0.934014677941129,0.4708503259453661,Postgraduate
-1.6461587620197855,-2.106471242367573,0.9638736303764038,0.4443072046363381,-0.6472122001327969,-0.731809717277535,Undergraduate
0.6254758474638387,-0.21038006326207637,-0.4139490277123734,-0.8767706110226816,-0.7089342999236004,-1.3712134077744254,Undergraduate
-1.1023092801963776,-0.30791756127141123,1.2075254294029911,-0.9982226671194547,-0.9794371472746481,-1.3893068530577721,Undergraduate
0.44504166087044544,1.9745726573646358,0.8431850696362448,0.6385534301847009,1.2135355721179315,0.4921177139259456,Undergraduate
-0.6062704195625798,0.10655439913232012,0.626037276638304,0.24453053212298173,0.35918126892201313,-1.7675616925008815,Undergraduate
1.266261033776894,0.1648977899023496,-0.8886015922275537,0.13752780928417252,1.0889965091655982,0.4009336151045208,Undergraduate
0.14877022113598837,-0.2783983174190029,0.3923801325063714,-1.5467348264962275,-0.7238710399761787,0.0498476315440991,Postgraduate
0.24742780097428815,0.26769643120101094,1.1008356880781398,1.4916143436755291,0.7768136476031332,-0.09584283122656612,Undergraduate
0.24214644868677146,0.06739551311537349,0.596228845920359,0.1457915887391728,-0.4498466297573609,-0.5213952993039077,Postgraduate
-0.05305439166026079,-0.22046046112898107,-0.019448998678505806,0.17859007347097455,-0.11202013673104036,0.2944433566533343,Postgraduate
-0.15835650383965202,-0.9736491387972226,-0.42988969902463514,-0.8322904967205889,-0.06484003183228021,-0.5807384639609774,Postgraduate
-0.6247979795444836,-1.313537756289664,1.0650830899688175,1.7233728219974809,-0.06659693532331162,0.8502626159887048,Postgraduate
0.5953053442972457,-1.138972317217251,0.11863503884534365,0.11822157828115225,-0.049058340075570084,-0.5022293120414693,Postgraduate
0.43608699446252036,0.9009823803435765,-0.01433925541287559,-0.7688169033637722,-0.13398109849906942,0.2571350269988739,Undergraduate
-0.502536075274288,-0.2063274632798258,-0.3043393038875796,-1.428308448310442,0.40185598381710114,-1.410490772491067,Undergraduate
-0.5791665210100196,-0.005824784085046608,0.7250550487909935,0.02456489684421831,-0.8471510579456798,0.005640617876437848,Undergraduate
-1.4212802193700078,-0.6330118872714938,0.68150673210589,-0.12355517218987216,-0.7926554456883028,0.7379663531341146,Undergraduate
0.43242174165740105,-0.7855887728192328,0.2770628067625563,0.5089249277999647,-0.9368728391565273,-0.13308005991489702,Postgraduate
1.7800961082439208,-0.10178589713498831,-1.3891775066467074,0.9491169543138889,0.3845162611471704,-0.7973171734271418,Postgraduate
-0.015866186813386283,1.0132163811760444,0.06746790294356637,1.138445333837067,1.2936705960165644,1.1211496921186361,Postgraduate
0.20470384683659104,0.2883433780212049,-0.4963054064652563,1.145828711790053,-1.0114555574242696,-0.2537236444927081,Postgraduate
0.008886392621742007,-0.014349188441781003,-0.47345659513024585,0.8453586452846509,1.3438788379535465,0.08997021724256371,Undergraduate
0.13279891618556788,1.701936112356577,0.2078482770258617,-0.3659849003286723,-0.09577754802744975,0.948091059444592,Undergraduate
-0.366397971381511,-0.1516973517458406,0.575502176073876,-0.33260031443571797,-0.9108455130380709,-1.2365853088979524,Postgraduate
-0.10742592718651299,-0.4856332431458378,-1.7125482606422355,-0.36870733010019136,-0.13855121368021917,-1.5065926550334279,Undergraduate
-1.2303527149799398,-1.7189053624744717,0.8248022835729929,0.296911326096205,-0.9858374202921956,-0.9764139420324484,Undergraduate
-1.7577736190807876,-1.04481781970909,2.263874831757438,0.015647515874514184,-0.9248923350059051,0.5932860205339121,Postgraduate
-1.0030573803869478,-0.32639179584284517,-0.08747399398179184,0.028101277791019008,-0.04914057838205892,-1.4679533886703284,Undergraduate
0.6580480046094855,1.5847779041654426,0.11388246521951767,0.13482721368689077,0.43002089914748987,-0.6171767009048431,Postgraduate
0.3628803000368154,-1.2415102413025594,-1.3313046908032313,-0.5005463208647134,-0.8329146115405954,-0.5340660437679544,Postgraduate
0.5247603303691364,-0.2999097517889217,-0.38919648501405435,-0.6147930252393223,-0.5674513956922633,0.6437899490372702,Undergraduate
-1.2152298456311903,-1.0127931472713931,0.26553621347941475,0.14222333876693455,-0.2560028424993698,0.1016250096137486,Postgraduate
0.3570933698273051,0.3745806546048436,0.20425872298453795,-1.8899144696163082,1.2570418641550796,-1.4650745381524233,Postgraduate
-0.3954479873200292,-0.04466072601947774,-0.3720611561261403,-1.6415634333365718,-1.1259209701161714,-1.0666373252255439,Undergraduate
-0.12354338586717584,-0.19475247267565468,-0.6051454686127715,0.48961748392583604,-0.027615076734208238,0.6715099828351584,Postgraduate
0.8979850405298829,2.022305397980444,0.08866387978414841,0.24191341794326274,2.2632393585035677,2.1006250964729185,Undergraduate
-0.7220466325139101,-1.115068581983786,0.3214962578206105,0.6470966552151511,-0.24601587434715833,-0.6659443899199528,Postgraduate
